segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long
0,4413575,8 Mile Road,secondary,42.441909300000006,-83.322163,42.441833700000004,-83.32121
1,4688173,Eureka Road,secondary,42.19272349999999,-83.3480457,42.191222399999994,-83.3561917
4,4767192,Dickerson Street,tertiary,42.369270099999994,-82.9528221,42.370532399999995,-82.953648
5,4767193,Dickerson Street,tertiary,42.369270099999994,-82.9528221,42.36698989999999,-82.9502804
7,4798440,Ecorse Road,tertiary,42.24920199999999,-83.436907,42.24895203352496,-83.43087393836652
9,4818538,Edsel Ford,secondary,42.4248875,-82.9290682,42.4248017,-82.9291378
12,4818543,Alter Road,tertiary,42.401140999999996,-82.957542,42.39719643331899,-82.95464442890807
17,4898838,Ambassador Bridge,trunk,42.31650539999999,-83.0769968,42.31782169999999,-83.0782938
21,4958344,John D. Dingell Drive,trunk,42.202034499999996,-83.3581447,42.2024349,-83.3578899
23,8684686,Lakeshore Drive,secondary,42.45097100000001,-82.873018,42.451955000000005,-82.87269
34,8727195,East Outer Drive,tertiary,42.40665704093364,-82.94526730658824,42.40466140576328,-82.95071198957888
37,8727201,East Outer Drive,tertiary,42.40372042882204,-82.95265881490992,42.4057169766528,-82.94721482654617
42,8727221,East Outer Drive,secondary,42.441309100000005,-83.025713,42.44117931234557,-83.03178791812121
43,8727221,East Outer Drive,secondary,42.44117931234557,-83.03178791812121,42.441018,-83.034993
48,8727284,South Sheldon Road,tertiary,42.275109999999984,-83.475839,42.27483099999999,-83.475833
49,8727286,Sheldon Road,secondary,42.398133699999995,-83.4817014,42.40279600000001,-83.4819054
51,8727350,Southfield Freeway,primary,42.3824368,-83.217869,42.37718399999999,-83.217377
53,8727550,Napier Road,tertiary,42.370071407530475,-83.54856598364327,42.36761570000001,-83.5484026
56,8728233,Hern Street,tertiary,42.404810000000005,-82.959448,42.40650081966593,-82.95383434982227
62,8729182,Dix-Toledo Highway,primary,42.146017699999994,-83.2597174,42.14985622830536,-83.256558230293
64,8729265,West Chicago Street,tertiary,42.366671999999994,-83.140537,42.366742,-83.140428
70,8730203,John C Lodge Drive,secondary,42.341945,-83.06789,42.340228999999994,-83.06720400000002
79,8731811,North I-94 Service Drive,tertiary,42.22040700000001,-83.477947,42.22122699999999,-83.482217
82,8731970,Chrysler Drive,tertiary,42.38218948384415,-83.06597848339652,42.3781329,-83.0632693
86,8732377,Gill Road,tertiary,42.41892250000001,-83.3843237,42.42341867549957,-83.38459821833304
91,8732409,West River Road,tertiary,42.15916379524371,-83.16155513564672,42.154949477794545,-83.16367644382143
96,8732409,West River Road,tertiary,42.13767715237544,-83.17004588621975,42.133191330641964,-83.17054337653204
103,8732637,North Ridge Road,tertiary,42.327553100907394,-83.52745539930058,42.3245769,-83.5272959
108,8732676,West Jefferson Avenue,primary,42.32515660000001,-83.0546006,42.32534599999999,-83.0537592
116,8732829,Telegraph Drive,primary,42.3813615,-83.2755234,42.38336,-83.275773
121,8732922,Mount Elliott Street,secondary,42.347706900000006,-83.012623,42.345062600000006,-83.0111187
126,8733179,Ford Road,secondary,42.320480772277605,-83.540120739618,42.320650873173626,-83.53406045275923
130,8733205,Ford Road,primary,42.32699300000001,-83.271157,42.3270575,-83.272398
132,8733364,Gratiot Avenue,primary,42.339658500000006,-83.0418025,42.3395273,-83.0419055
134,8733684,South Sheldon Road,tertiary,42.30766199999999,-83.477442,42.303163574415656,-83.47724652119314
138,8733684,South Sheldon Road,tertiary,42.289673329994855,-83.47651185509608,42.2865156,-83.4763657
142,8734065,Reeck Road,tertiary,42.231436004426655,-83.21968114826198,42.22693664765424,-83.21950761891841
148,8734148,East Jefferson Avenue,primary,42.328571499999995,-83.0443097,42.32908690000001,-83.043102
151,8734151,East Jefferson Avenue,secondary,42.348534099999995,-82.9994162,42.347286200000006,-83.0017705
156,8734258,Van Dyke Street,secondary,42.3793364,-83.0150628,42.383300654218246,-83.01793933772544
161,8734566,Chase Road,tertiary,42.31940899999999,-83.185471,42.321819,-83.185577
162,8734634,Moran Road,tertiary,42.228236499999994,-83.2006357,42.228033999999994,-83.206632
167,8734816,Hubbell Street,tertiary,42.42095932607649,-83.18967493031317,42.425309999999996,-83.189784
172,8734932,North Haggerty Road,tertiary,42.354733,-83.444764,42.3568237,-83.444856
174,8734943,Victor Parkway,tertiary,42.42665,-83.420066,42.4315312,-83.4224954
178,8735141,Schaefer Road,secondary,42.29783699999999,-83.172681,42.29887100000001,-83.1739868
182,8735280,Salliotte Road,tertiary,42.25311555205301,-83.14658110026599,42.25448685907533,-83.15235217207433
188,8735414,West Columbia Avenue,tertiary,42.204247974069,-83.49115807573563,42.2027258,-83.4956781
190,8735797,East Huron River Drive,tertiary,42.21405300000001,-83.43004,42.212560999999994,-83.432321
198,8735941,Linwood Avenue,tertiary,42.36812700000001,-83.105223,42.370635,-83.106904
199,8735947,Linwood Street,tertiary,42.351570099999996,-83.0935971,42.35211969999999,-83.0939063
204,8735957,Linwood Avenue,tertiary,42.38790099999999,-83.11858,42.388560000000005,-83.119025
209,8736025,Harris Road,tertiary,42.16806959729855,-83.43837825259136,42.16785812865682,-83.44442155071265
