HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.segment_id,Input.osm_id,Input.osm_name,Input.osm_type,Input.start_lat,Input.start_long,Input.end_lat,Input.end_long,Input.gsv_metadata,Input.copyright,Input.date,Input.location,Input.pano_id,Input.status,Input.url_img0,Input.url_img90,Input.url_img180,Input.url_img270,Answer.Do you see any of the following?.A paved sidewalk,Answer.Do you see any of the following?.Litter,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Answer.radios.clear,Answer.radios.no markings,Answer.radios.not clear,Approve,Reject
301KG0KX9CQH6F2YLQEP07SZ8PA2HW,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:54 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:54 PDT 2019,,,374TNBHA8C0M6DR2N3DG69GQYKEYQX,A2LN42YO5UY41W,Approved,Mon Mar 04 00:33:29 PST 2019,Mon Mar 04 00:34:23 PST 2019,Thu Mar 07 00:34:23 PST 2019,Wed Mar 06 18:44:48 PST 2019,,,54,99% (848/856),99% (848/856),0% (0/0),690,2166,223633572,,tertiary,6.6170547,3.3649265,6.6156345,3.363,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.61697539237, u'lng': 3.36495623607}, u'copyright': u'© 2017 Google', u'pano_id': u'sBdJxptlbTTTodXqURtWUA'}",© 2017 Google,2016-11,"{u'lat': 6.61697539237, u'lng': 3.36495623607}",sBdJxptlbTTTodXqURtWUA,OK,lagos/img0_0690.jpg,lagos/img90_0690.jpg,lagos/img180_0690.jpg,lagos/img270_0690.jpg,TRUE,FALSE,"[{""height"":76,""label"":""Pothole"",""left"":134,""top"":446,""width"":76},{""height"":29,""label"":""Crack"",""left"":252,""top"":432,""width"":136},{""height"":49,""label"":""Crack"",""left"":8,""top"":470,""width"":118},{""height"":51,""label"":""Crack"",""left"":6,""top"":576,""width"":12},{""height"":24,""label"":""Crack"",""left"":42,""top"":591,""width"":44},{""height"":44,""label"":""Pothole"",""left"":310,""top"":470,""width"":192}]",640,640,FALSE,FALSE,TRUE,,
301KG0KX9CQH6F2YLQEP07SZ8PA2HW,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:54 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:54 PDT 2019,,,3NPFYT4IZD96TJ7EFBM2TH5FQSFXG1,A2JPOXYZM5AJZZ,Approved,Mon Mar 04 06:02:29 PST 2019,Mon Mar 04 06:03:10 PST 2019,Thu Mar 07 06:03:10 PST 2019,Wed Mar 06 18:44:48 PST 2019,,,41,100% (1245/1250),99% (693/698),0% (0/0),690,2166,223633572,,tertiary,6.6170547,3.3649265,6.6156345,3.363,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.61697539237, u'lng': 3.36495623607}, u'copyright': u'© 2017 Google', u'pano_id': u'sBdJxptlbTTTodXqURtWUA'}",© 2017 Google,2016-11,"{u'lat': 6.61697539237, u'lng': 3.36495623607}",sBdJxptlbTTTodXqURtWUA,OK,lagos/img0_0690.jpg,lagos/img90_0690.jpg,lagos/img180_0690.jpg,lagos/img270_0690.jpg,FALSE,FALSE,[],640,640,TRUE,FALSE,FALSE,,
301KG0KX9CQH6F2YLQEP07SZ8PAH2B,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:54 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:54 PDT 2019,,,3EO896NRAX0934OVI7681RCP5OGJTG,A2KLWSLNAXJUAZ,Approved,Mon Mar 04 01:51:19 PST 2019,Mon Mar 04 01:52:02 PST 2019,Thu Mar 07 01:52:02 PST 2019,Wed Mar 06 18:44:48 PST 2019,,,43,63% (138/220),63% (138/220),0% (0/0),527,1684,207504265,,tertiary,6.4271527,2.8912817,6.4278029,2.8913866,"{u'date': u'2017-03', u'status': u'OK', u'location': {u'lat': 6.4271128, u'lng': 2.8912916}, u'copyright': u'© 2017 Google', u'pano_id': u'kkvc6GijnVkPyRCY6eYFGQ'}",© 2017 Google,2017-03,"{u'lat': 6.4271128, u'lng': 2.8912916}",kkvc6GijnVkPyRCY6eYFGQ,OK,lagos/img0_0527.jpg,lagos/img90_0527.jpg,lagos/img180_0527.jpg,lagos/img270_0527.jpg,TRUE,FALSE,[],640,640,TRUE,FALSE,FALSE,,
301KG0KX9CQH6F2YLQEP07SZ8PAH2B,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:54 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:54 PDT 2019,,,3IGI0VL648PP92A81OC10ONJF00NOY,A2LN42YO5UY41W,Approved,Mon Mar 04 01:03:40 PST 2019,Mon Mar 04 01:04:07 PST 2019,Thu Mar 07 01:04:07 PST 2019,Wed Mar 06 18:44:48 PST 2019,,,27,99% (848/856),99% (848/856),0% (0/0),527,1684,207504265,,tertiary,6.4271527,2.8912817,6.4278029,2.8913866,"{u'date': u'2017-03', u'status': u'OK', u'location': {u'lat': 6.4271128, u'lng': 2.8912916}, u'copyright': u'© 2017 Google', u'pano_id': u'kkvc6GijnVkPyRCY6eYFGQ'}",© 2017 Google,2017-03,"{u'lat': 6.4271128, u'lng': 2.8912916}",kkvc6GijnVkPyRCY6eYFGQ,OK,lagos/img0_0527.jpg,lagos/img90_0527.jpg,lagos/img180_0527.jpg,lagos/img270_0527.jpg,TRUE,FALSE,[],640,640,FALSE,TRUE,FALSE,,
302OLP89DZCFUAMMCDT3VYEH7LXAC2,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:02:01 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:02:01 PDT 2019,,,36H9ULYP63ZZKZ6UNN1JKNXOEF6FJ2,A3QZMGTVA4VO44,Approved,Mon Mar 04 01:26:54 PST 2019,Mon Mar 04 01:27:27 PST 2019,Thu Mar 07 01:27:27 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,33,100% (336/336),100% (214/214),0% (0/0),825,2663,314213767,,tertiary,6.39935839,4.164339704,6.399456702,4.159824323,"{u'date': u'2017-03', u'status': u'OK', u'location': {u'lat': 6.39937979007, u'lng': 4.16433954779}, u'copyright': u'© 2017 Google', u'pano_id': u'mhjm5yn5gf8QPFtJLb2NkA'}",© 2017 Google,2017-03,"{u'lat': 6.39937979007, u'lng': 4.16433954779}",mhjm5yn5gf8QPFtJLb2NkA,OK,lagos/img0_0825.jpg,lagos/img90_0825.jpg,lagos/img180_0825.jpg,lagos/img270_0825.jpg,FALSE,TRUE,[],640,640,FALSE,TRUE,FALSE,,
302OLP89DZCFUAMMCDT3VYEH7LXAC2,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:02:01 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:02:01 PDT 2019,,,3RGU30DZTBD5Q9YB9A5WFDHXBFBJM4,A2QVMCGDLTWV9,Approved,Mon Mar 04 00:41:14 PST 2019,Mon Mar 04 00:41:30 PST 2019,Thu Mar 07 00:41:30 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,16,100% (1966/1966),100% (1619/1619),0% (0/0),825,2663,314213767,,tertiary,6.39935839,4.164339704,6.399456702,4.159824323,"{u'date': u'2017-03', u'status': u'OK', u'location': {u'lat': 6.39937979007, u'lng': 4.16433954779}, u'copyright': u'© 2017 Google', u'pano_id': u'mhjm5yn5gf8QPFtJLb2NkA'}",© 2017 Google,2017-03,"{u'lat': 6.39937979007, u'lng': 4.16433954779}",mhjm5yn5gf8QPFtJLb2NkA,OK,lagos/img0_0825.jpg,lagos/img90_0825.jpg,lagos/img180_0825.jpg,lagos/img270_0825.jpg,FALSE,FALSE,[],640,640,FALSE,TRUE,FALSE,,
302OLP89DZCFUAMMCDT3VYEH7LXCA4,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:52 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:52 PDT 2019,,,3OHYZ19UGDAIPJGJSK7WEI3JGSRAOP,A2QVMCGDLTWV9,Approved,Sun Mar 03 23:59:12 PST 2019,Sun Mar 03 23:59:47 PST 2019,Wed Mar 06 23:59:47 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,35,100% (1966/1966),100% (1619/1619),0% (0/0),513,1641,193596791,Lekki-Epe Expressway,secondary,6.438112583,3.517006562,6.4371739,3.5106312,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.4380825916, u'lng': 3.51703374002}, u'copyright': u'© 2017 Google', u'pano_id': u'K_zzV-RmBebf7zYOwJq9zQ'}",© 2017 Google,2016-11,"{u'lat': 6.4380825916, u'lng': 3.51703374002}",K_zzV-RmBebf7zYOwJq9zQ,OK,lagos/img0_0513.jpg,lagos/img90_0513.jpg,lagos/img180_0513.jpg,lagos/img270_0513.jpg,FALSE,FALSE,[],640,640,FALSE,FALSE,TRUE,,
302OLP89DZCFUAMMCDT3VYEH7LXCA4,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:52 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:52 PDT 2019,,,3SB4CE2TJW05JSUBTBUSXVUCSWWXAH,A3QZMGTVA4VO44,Approved,Mon Mar 04 00:14:32 PST 2019,Mon Mar 04 00:15:20 PST 2019,Thu Mar 07 00:15:20 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,48,100% (336/336),100% (214/214),0% (0/0),513,1641,193596791,Lekki-Epe Expressway,secondary,6.438112583,3.517006562,6.4371739,3.5106312,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.4380825916, u'lng': 3.51703374002}, u'copyright': u'© 2017 Google', u'pano_id': u'K_zzV-RmBebf7zYOwJq9zQ'}",© 2017 Google,2016-11,"{u'lat': 6.4380825916, u'lng': 3.51703374002}",K_zzV-RmBebf7zYOwJq9zQ,OK,lagos/img0_0513.jpg,lagos/img90_0513.jpg,lagos/img180_0513.jpg,lagos/img270_0513.jpg,FALSE,FALSE,"[{""height"":45,""label"":""Crack"",""left"":127,""top"":371,""width"":131}]",640,640,FALSE,TRUE,FALSE,,
302U8RURJZ6ID2MBCYTD7WM6RZBVN5,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:34 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:34 PDT 2019,,,34BBWHLWHBG50A8JVUQJCA4OW2RIW9,A4PRXDCEFH48W,Approved,Sun Mar 03 23:10:40 PST 2019,Sun Mar 03 23:11:28 PST 2019,Wed Mar 06 23:11:28 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,48,100% (74/74),100% (74/74),0% (0/0),214,675,133751880,Awolowo Road,secondary,6.4444952,3.4252009,6.4443413,3.4270132,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.44451725077, u'lng': 3.42517093924}, u'copyright': u'© 2017 Google', u'pano_id': u'G9hdqM_bgnkzUpYaRuSLUA'}",© 2017 Google,2016-11,"{u'lat': 6.44451725077, u'lng': 3.42517093924}",G9hdqM_bgnkzUpYaRuSLUA,OK,lagos/img0_0214.jpg,lagos/img90_0214.jpg,lagos/img180_0214.jpg,lagos/img270_0214.jpg,TRUE,FALSE,"[{""height"":47,""label"":""Crack"",""left"":27,""top"":516,""width"":214}]",640,640,FALSE,FALSE,TRUE,,
302U8RURJZ6ID2MBCYTD7WM6RZBVN5,3SICSBU6ZYQMCD5RJ8NXA8U3L0N0PV,3 Questions About an Image,Answer 2 questions and draw a bounding box around a requested item in an image,"bounding box, image, tag, picture, photo, different",$0.07 ,Sun Mar 03 23:01:34 PST 2019,2,BatchId:3553599;OriginalHitTemplateId:928390838;,600,259200,Mon Mar 11 00:01:34 PDT 2019,,,3WQQ9FUS6BZKN1YVRHIWC7XPJ558BC,A25OEVVN0293PO,Approved,Sun Mar 03 23:25:27 PST 2019,Sun Mar 03 23:26:38 PST 2019,Wed Mar 06 23:26:38 PST 2019,Wed Mar 06 18:44:49 PST 2019,,,71,99% (180/181),99% (172/173),0% (0/0),214,675,133751880,Awolowo Road,secondary,6.4444952,3.4252009,6.4443413,3.4270132,"{u'date': u'2016-11', u'status': u'OK', u'location': {u'lat': 6.44451725077, u'lng': 3.42517093924}, u'copyright': u'© 2017 Google', u'pano_id': u'G9hdqM_bgnkzUpYaRuSLUA'}",© 2017 Google,2016-11,"{u'lat': 6.44451725077, u'lng': 3.42517093924}",G9hdqM_bgnkzUpYaRuSLUA,OK,lagos/img0_0214.jpg,lagos/img90_0214.jpg,lagos/img180_0214.jpg,lagos/img270_0214.jpg,TRUE,FALSE,"[{""height"":47,""label"":""Crack"",""left"":14,""top"":532,""width"":56}]",640,640,FALSE,TRUE,FALSE,,
